dose	time_in_study	accession_number	depositor_study_number	organization_name	start_date	end_date	dose_unit	ntp_toxicology_type	ntp_tdms_number	time_in_study_unit	group_name	treatment_group_type	route	subject_name	species_common_name	sex	strain	ur_bld	ur_color	cyto_rep	chemical_name	amino	study_title	ala	ala_unit	alphr	alphr_unit	ap_creat	ap_creat_unit	asp_creat	asp_creat_unit	ast	ast_unit	ava	ava_unit	bili	bili_unit	ca	ca_unit	cl	cl_unit	creat	creat_unit	creat_hr	creat_hr_unit	crtn_24	crtn_24_unit	crtn_48	crtn_48_unit	galac	galac_unit	ggt	ggt_unit	ggt_hr	ggt_hr_unit	gluc	gluc_unit	gluc_hr	gluc_hr_unit	glu_hr_tis	glu_hr_tis_unit	k	k_unit	ketone	ketone_unit	ldh_creatn	ldh_creatn_unit	mg	mg_unit	na	na_unit	nag_creat	nag_creat_unit	nag_hr	nag_hr_unit	ph	ph_unit	phos	phos_unit	protein	protein_unit	pro_g_hr	pro_g_hr_unit	prpb	prpb_unit	sdh	sdh_unit	spgrav	spgrav_unit	tcn_lt	tcn_lt_unit	tsprot	tsprot_unit	ubgen	ubgen_unit	upro_crtn	upro_crtn_unit	urea_conc	urea_conc_unit	urea_hr	urea_hr_unit	urine_vol	urine_vol_unit	ur_prot	ur_prot_unit	ur_prot_hr	ur_prot_hr_unit	ur_vol_hr	ur_vol_hr_unit	updated_at
7.500000000000000	7	002-02819-0003-0000-5	\N	NTP	\N	\N	mg/kg	\N	8812401.ss	hour	C55367C_0514205_10	\N	\N	0803_04	Mouse	Female	Fischer 344	2+	dark yellow	cytorep_domcument.pdf	Sodium Selenite	\N	3-Month Evaluation of the Toxicity (C97008) of Propargyl Alcohol (107-19-7) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	3.4826	umol/L	\N	\N	\N	\N	\N	\N	438.3123	U/L	0	\N	0	mg/dL	\N	\N	\N	\N	\N	\N	0.1119	uM/hour	\N	\N	75.5762	mg/hr	\N	\N	481.4733	U/L	22.2592	mU/hr	68.8304	mg/dL	0.0063	mg/hr	0	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	99.1815	mU/mg	5.7239	mg/hr	0	\N	0	\N	0	\N	\N	\N	2.7261	umol/L	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	4.7463	mg/hr	\N	\N	62.7946	mg/dL	0.4388	mg/hr	11.3286	mL/hr	2021-04-20 16:36:53.606814
100.000000000000000	41	002-01039-0004-0000-9	NTP002	NTP	\N	\N	mg/kg	\N	6142703.ss	month	C20114_2011401_04	\N	\N	0556_05	Mouse	Female	Fischer 344	neg.	yellow	\N	Ethylene Glycol Monomethyl Ether (EGMME)	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C88006B) of alpha-Methylstyrene (98-83-9) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	0.6299	mU/hr	\N	\N	124.3214	mU/mg	426.3418	U/L	0	\N	0	mg/dL	0	\N	\N	\N	\N	\N	0.0736	uM/hour	263.4013	mg/hr	69.2546	mg/hr	\N	\N	1340.4079	U/L	29.8444	mU/hr	76.4845	mg/dL	0.0214	mg/hr	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	43.092	mU/mg	\N	\N	\N	\N	0	\N	0	\N	\N	\N	5.6026	umol/L	7.2005	U/L	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	4.4735	mg/hr	0	\N	\N	\N	0.7802	mg/hr	3.3079	mL/hr	2018-01-10 06:35:27.523614
500.000000000000000	7	002-02740-0002-0000-7	\N	NTP	\N	\N	mg/m3	\N	9700803.fixtime	day	C99013_9901303_11	\N	\N	3466_03	Rat	Male	Fischer 344	\N	yellow	cytorep_domcument.pdf	Propargyl Alcohol	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C90004) of Propylene Glycol mono-Butyl Ether (5131-66-8) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	3.8783	mU/hr	8848.3424	mU/mg	\N	\N	\N	\N	\N	\N	0	mg/dL	\N	\N	\N	\N	275.951	mg/dL	\N	\N	\N	\N	233.0626	mg/hr	0	\N	248.3419	U/L	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	138.9076	mU/mg	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	2.4187	U/L	0	\N	0	\N	\N	\N	\N	\N	\N	\N	998.3456	mg/dL	\N	\N	\N	\N	323.6147	mg/dL	0.5763	mg/hr	\N	\N	2020-07-25 19:46:08.554014
3.000000000000000	89	002-02748-0005-0000-8	NTP002	NTP	2001	\N	mg/L	\N	0520203.ss	day	C61983A_0516001_01	\N	\N	0484_98	Rat	Female	F344	negative	dark yellow	cytorep_domcument.pdf	Chloroprene	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C62168) of o-Cresol (95-48-7) in F344 Rats Exposed via Dosed Feed. NTP Special Study	2.2751	umol/L	\N	\N	12234.8333	mU/mg	792.8998	mU/mg	407.0454	U/L	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0.1039	uM/hour	213.5768	mg/hr	\N	\N	0	\N	\N	\N	\N	\N	4.3892	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	1257.5604	mg/dL	6.0123	mg/hr	0	\N	34.0743	mg/dL	\N	\N	\N	\N	2022-01-18 11:36:13.114014
5.000000000000000	89	002-02877-0004-0000-0	NTP002	NTP	2001	\N	mg/kg	\N	9902798.ss	month	APAP_0 mg/kg_6 hour	\N	\N	0001_MM312	Rat	Female	Fischer 344	negative	dark yellow	cytorep_image.jpeg	Furfuryl Alcohol	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C61585) of Tetrachlorophthalic Anhydride (117-08-8) in F344 Rats Exposed via Gavage. NTP Special Study	\N	\N	11.7366	mU/hr	\N	\N	\N	\N	474.7108	U/L	0	\N	0	mg/dL	0	\N	0	\N	\N	\N	0.073	uM/hour	176.2772	mg/hr	\N	\N	0	\N	\N	\N	82.8059	mU/hr	108.8382	mg/dL	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	0.3562	mg/hr	\N	\N	0	\N	\N	\N	0	\N	\N	\N	2.8306	U/L	0	\N	0	\N	0	\N	0	\N	0	\N	1284.22	mg/dL	\N	\N	\N	\N	666.2953	mg/dL	\N	\N	\N	\N	2020-07-16 02:47:05.261214
400.000000000000000	6	002-02890-0003-0000-4	NTP002	NTP	\N	\N	%	\N	0516403.ss	month	C61983A_0516001_08	\N	\N	0702_01	Rat	Male	F344	\N	\N	\N	Furfuryl Alcohol	\N	3-Month Evaluation of the Toxicity (C55367C) of tert-Butyl Alcohol (75-65-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	13.8014	umol/L	\N	\N	\N	\N	426.152	mU/mg	470.315	U/L	0	\N	0	mg/dL	0	\N	0	\N	67.4961	mg/dL	0.0698	uM/hour	79.5235	mg/hr	\N	\N	\N	\N	\N	\N	43.3868	mU/hr	93.3616	mg/dL	0.0332	mg/hr	0	\N	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	1.9188	umol/L	6.9385	U/L	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	819.754	mg/dL	5.2836	mg/hr	\N	\N	\N	\N	\N	\N	12.9357	mL/hr	2019-12-23 18:50:26.947614
550.000000000000000	11	002-01818-0001-0000-1	\N	NTP	2001	\N	mg/m3	\N	0519903.ss	week	C62077_0519703_12	\N	\N	0625_98_03_F	Rat	Female	B6C3F1	2	light yellow	\N	Sodium Selenite	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C62124B) of Sodium Cyanide (143-33-9) in F344 Rats Exposed via Dosed Water. NTP Special Study	19.0796	umol/L	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	14.3648	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	58.3864	mg/dL	\N	\N	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	34.8329	mU/mg	\N	\N	0	\N	0	\N	\N	\N	0	\N	0.1419	umol/L	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	346.2696	mg/dL	0.2534	mg/hr	3.1299	mL/hr	2021-05-03 01:27:28.291614
0.375000000000000	9	002-02196-0008-0000-8	NTP002	NTP	2001	\N	%	\N	0518004.ss	day	C90004_9000405_01	\N	\N	0294_01	Rat	Male	Fischer 344	neg	amber	cytorep_image.jpeg	Chloroprene	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C61983A) of 1-Chloro-2-propanol, Technical (127-00-4) in F344 Rats Exposed via Dosed Water. NTP Special Study	\N	\N	\N	\N	13114.8828	mU/mg	275.236	mU/mg	55.3711	U/L	\N	\N	0	mg/dL	\N	\N	0	\N	129.848	mg/dL	0.1099	uM/hour	\N	\N	316.5355	mg/hr	\N	\N	1272.6889	U/L	\N	\N	\N	\N	0.0166	mg/hr	0	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	122.7632	mU/mg	10.3599	mg/hr	0	\N	0	\N	0	\N	\N	\N	3.309	umol/L	\N	\N	0	\N	\N	\N	0	\N	\N	\N	0	\N	1305.6174	mg/dL	6.666	mg/hr	0	\N	\N	\N	\N	\N	0.0166	mL/hr	2017-03-29 17:47:50.534814
0.480000000000000	2	002-01304-0005-0000-5	\N	NTP	\N	\N	mg/kg	\N	8803601.ss	week	C62135_0519903_08	\N	\N	0128_03	Rat	Male	Fischer 344	negative	amber	\N	Cadmium Oxide	\N	3-Month Evaluation of the Toxicity (C62124B) of Sodium Cyanide (143-33-9) in F344 Rats Exposed via Dosed Water. NTP Special Study	\N	\N	\N	\N	11169.2646	mU/mg	408.5471	mU/mg	\N	\N	\N	\N	\N	\N	0	\N	0	\N	25.8392	mg/dL	0.2863	uM/hour	\N	\N	192.7775	mg/hr	\N	\N	2741.8242	U/L	83.2174	mU/hr	54.4229	mg/dL	0.0834	mg/hr	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	425.8137	mg/dL	5.0684	mg/hr	0	\N	645.5595	mg/dL	\N	\N	10.8052	mL/hr	2019-05-14 13:02:06.960414
1080.000000000000000	11	002-02890-0003-0000-4	\N	NTP	2001	\N	mg/m3	\N	0519903.ss	day	C62191B_0520605_09	\N	\N	0607_01	Rat	Male	Fischer 344	1	dark yellow	\N	Tetrachlorophthalic Anhydride	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C55367C) of tert-Butyl Alcohol (75-65-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	\N	\N	9935.9757	mU/mg	78.5162	mU/mg	271.6755	U/L	\N	\N	0	mg/dL	0	\N	\N	\N	\N	\N	0.0663	uM/hour	99.0812	mg/hr	217.1037	mg/hr	\N	\N	1323.7674	U/L	\N	\N	4.2457	mg/dL	0.0819	mg/hr	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	8.9549	mg/hr	\N	\N	0	\N	\N	\N	\N	\N	1.9656	umol/L	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	6.7209	mg/hr	\N	\N	707.7293	mg/dL	0.5129	mg/hr	\N	\N	2021-07-17 22:49:42.998814
4.000000000000000	44	002-02833-0002-0000-0	NTP002	NTP	\N	\N	mg/m3	\N	9302505.fixtime	month	C55367C_0514205_04	\N	\N	0315_01	Mouse	Male	Fischer 344	neg	brown	cytorep_domcument.pdf	Gallium Oxide	\N	3-Month Evaluation of the Toxicity (C55367C) of tert-Butyl Alcohol (75-65-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	1.0109	umol/L	\N	\N	\N	\N	\N	\N	52.8633	U/L	\N	\N	\N	\N	\N	\N	\N	\N	69.5174	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	2225.1714	U/L	72.1568	mU/hr	\N	\N	0.0266	mg/hr	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	4.5458	mg/hr	0	\N	\N	\N	\N	\N	1.9235	mL/hr	2018-05-18 14:40:23.674014
135.000000000000000	43	002-03121-0001-0000-0	\N	NTP	\N	\N	mg/kg	\N	2011401.ss	week	C62124B_0515905_17	\N	\N	0118_01	Rat	Female	F344	neg.	brown	\N	Sodium Selenate	\N	3-Month Evaluation of the Toxicity (C88036) of Anthraquinone (84-65-1) in F344 Rats Exposed via Dosed Feed. NTP Special Study	18.0349	umol/L	19.7343	mU/hr	11105.9321	mU/mg	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	359.0465	mg/hr	\N	\N	\N	\N	\N	\N	22.6059	mg/dL	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	209.1815	mU/mg	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	5.4209	U/L	\N	\N	0	\N	0	\N	\N	\N	0	\N	1331.273	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2017-06-29 09:49:11.952414
3000.000000000000000	41	002-02841-0005-0000-2	NTP002	NTP	2001	\N	mg/kg	\N	2011498.ss	hour	C99013_9901303_12	\N	\N	0623_97_03_M	Rat	Male	F344	1	\N	cytorep_domcument.pdf	Decalin	\N	3-Month Evaluation of the Toxicity (C62168) of o-Cresol (95-48-7) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	0.9288	mU/hr	4230.1064	mU/mg	564.0389	mU/mg	170.807	U/L	0	\N	0	mg/dL	\N	\N	\N	\N	\N	\N	0.2649	uM/hour	\N	\N	\N	\N	0	\N	2359.8179	U/L	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	110.9014	mU/mg	2.7855	mg/hr	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	521.9647	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2017-12-14 14:43:49.824414
25.000000000000000	82	002-01884-0002-0000-5	NTP002	NTP	2001	\N	mg/m3	\N	0519803.ss	week	C99027_9902798_01	\N	\N	0606_03	Rat	Male	B6C3F1	2	brown	\N	tert-Butyl Alcohol	\N	3-Month Evaluation of the Toxicity (C62124B) of Sodium Cyanide (143-33-9) in F344 Rats Exposed via Dosed Water. NTP Special Study	23.8418	umol/L	18.0408	mU/hr	1858.9542	mU/mg	753.3013	mU/mg	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0.2526	uM/hour	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	189.8999	mU/mg	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	6.3014	U/L	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.0081	mL/hr	2018-01-07 23:22:08.122014
4.800000000000000	6	002-00001-0011-000-5	NTP002	NTP	2001	\N	%	\N	2011401.ss	day	C20114_2011498_02	\N	\N	0097_05	Rat	Male	F344	1+	amber	\N	Butanal Oxime	\N	3-Month Evaluation of the Toxicity (C61427) of Vanadium Pentoxide (1314-62-1) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	13.1377	umol/L	\N	\N	\N	\N	207.5557	mU/mg	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	19.5746	mg/hr	\N	\N	0	\N	1855.0675	U/L	\N	\N	\N	\N	0.0355	mg/hr	\N	\N	0	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	352.2846	mg/dL	0.659	mg/hr	\N	\N	2020-03-23 00:01:58.550814
4500.000000000000000	15	002-02833-0002-0000-0	\N	NTP	2001	\N	ppm	\N	9700803.fixtime	hour	C20114_2011497_02	\N	\N	0146_03	Rat	Female	F344	negativ	dark yellow	cytorep_image.jpeg	Sodium Selenite	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C61949) of 1,2,4,5-Tetrachlorobenzene (95-94-3) in F344 Rats Exposed via Dosed Feed. NTP Special Study	18.6414	umol/L	14.3152	mU/hr	\N	\N	263.6132	mU/mg	474.9117	U/L	\N	\N	0	mg/dL	\N	\N	\N	\N	120.0333	mg/dL	\N	\N	16.3617	mg/hr	132.5749	mg/hr	\N	\N	\N	\N	\N	\N	53.8851	mg/dL	0.0145	mg/hr	0	\N	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	0	\N	2.5085	umol/L	0.5848	U/L	0	\N	0	\N	0	\N	\N	\N	\N	\N	1937.0995	mg/dL	\N	\N	0	\N	611.3812	mg/dL	\N	\N	1.2254	mL/hr	2019-11-08 12:52:24.365214
0.050000000000000	7	002-02992-0001-0000-5	NTP002	NTP	\N	\N	mg/kg	\N	0518004.ss	hour	C97008_9700803_04	\N	\N	0631_03	Mouse	Male	Fischer 344	negative	clear	cytorep_domcument.pdf	Decalin	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C93026) of Decalin (91-17-8) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	\N	\N	13250.1924	mU/mg	\N	\N	\N	\N	\N	\N	0	mg/dL	0	\N	0	\N	115.7979	mg/dL	\N	\N	139.5079	mg/hr	\N	\N	0	\N	3936.4964	U/L	11.8247	mU/hr	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	118.8942	mU/mg	9.5455	mg/hr	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	1729.419	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2020-02-21 01:57:25.152414
120.000000000000000	43	002-03206-0003-0000-6	NTP002	NTP	2001	\N	mg/kg	\N	0519803.ss	day	C50522_0513605_01	\N	\N	0199_05	Rat	Male	F344	2+	clear	cytorep_image.jpeg	Sodium Cyanide	\N	3-Month Evaluation of the Toxicity (C61949) of 1,2,4,5-Tetrachlorobenzene (95-94-3) in F344 Rats Exposed via Dosed Feed. NTP Special Study	13.7779	umol/L	6.2804	mU/hr	\N	\N	\N	\N	\N	\N	\N	\N	0	mg/dL	0	\N	\N	\N	16.0207	mg/dL	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	38.7204	mU/hr	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	8.5412	mg/hr	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	3.3607	U/L	\N	\N	0	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	661.0108	mg/dL	\N	\N	\N	\N	2021-11-25 01:22:32.544414
600.000000000000000	79	002-01884-0001-0000-4	NTP002	NTP	\N	\N	ppm	\N	\N	hour	C62168_0517603_12	\N	\N	0004_MR01	Mouse	Male	B6C3F1	neg	light yellow	\N	tert-Butyl Alcohol	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C62168) of o-Cresol (95-48-7) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	9.6134	mU/hr	\N	\N	78.674	mU/mg	480.6261	U/L	0	\N	0	mg/dL	\N	\N	\N	\N	221.5425	mg/dL	0.2767	uM/hour	\N	\N	\N	\N	\N	\N	\N	\N	41.1461	mU/hr	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	0	\N	0	\N	121.7825	mU/mg	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	1.9475	U/L	0	\N	0	\N	\N	\N	\N	\N	\N	\N	2043.5285	mg/dL	\N	\N	\N	\N	223.4247	mg/dL	0.1755	mg/hr	\N	\N	2020-03-08 06:00:22.646814
0.188000000000000	11	002-02200-0001-0000-7	\N	NTP	2001	\N	ppm	\N	0517603.ss	week	APAP_0 mg/kg_48 hour	\N	\N	0249_01	Rat	Female	F344	3+	amber	cytorep_domcument.pdf	Stoddard Solvent (Type IIC)	\N	3-Month Evaluation of the Toxicity (C61427) of Vanadium Pentoxide (1314-62-1) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	14.2364	umol/L	\N	\N	\N	\N	\N	\N	491.7443	U/L	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.0709	uM/hour	293.2018	mg/hr	\N	\N	0	\N	420.5122	U/L	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	205.7183	mU/mg	12.0252	mg/hr	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	5.2864	U/L	0	\N	0	\N	0	\N	\N	\N	\N	\N	493.8578	mg/dL	\N	\N	0	\N	399.0484	mg/dL	\N	\N	\N	\N	2017-09-08 19:28:11.923614
550.000000000000000	1	002-02819-0002-0000-4	NTP002	NTP	\N	\N	%	\N	9901303.ss	month	C88045_8804503_01	\N	\N	1106_04	Mouse	Female	F344	2	dark yellow	\N	o-Cresol	amino_acid_interpretation.txt	Variation in the Hepatic Gene Expression in Male Fischer Rats Following Exposure to Acetaminophen	\N	\N	3.7654	mU/hr	4137.2433	mU/mg	585.0683	mU/mg	465.4469	U/L	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	263.1527	mg/hr	\N	\N	1890.4763	U/L	88.0737	mU/hr	\N	\N	0.0795	mg/hr	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	8.705	mg/hr	\N	\N	\N	\N	0	\N	0	\N	1.7275	umol/L	\N	\N	0	\N	0	\N	\N	\N	0	\N	\N	\N	773.5327	mg/dL	\N	\N	0	\N	636.7955	mg/dL	\N	\N	\N	\N	2018-08-29 11:16:55.613214
1080.000000000000000	20	002-02201-0001-0000-8	\N	NTP	2001	\N	mg/L	\N	9700803.fixtime	week	C61881_0521603_12	\N	\N	0544_98_01_F	Rat	Female	B6C3F1	2+	light yellow	cytorep_image.jpeg	Tetralin	\N	3-Month Evaluation of the Toxicity (C90004) of Propylene Glycol mono-Butyl Ether (5131-66-8) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	\N	\N	\N	\N	208.6453	mU/mg	277.4308	U/L	\N	\N	\N	\N	0	\N	\N	\N	158.7717	mg/dL	0.1686	uM/hour	\N	\N	\N	\N	\N	\N	3311.1917	U/L	7.1142	mU/hr	77.7821	mg/dL	0.0837	mg/hr	\N	\N	0	\N	0	\N	0	\N	\N	\N	0	\N	78.0377	mU/mg	\N	\N	0	\N	0	\N	0	\N	\N	\N	4.3733	umol/L	1.1143	U/L	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	6.6954	mg/hr	0	\N	44.8803	mg/dL	0.5327	mg/hr	\N	\N	2019-01-11 20:14:11.194014
40.000000000000000	2	002-02200-0001-0000-7	\N	NTP	2001	\N	ppm	\N	0520105.ss	day	C62271_0520203_08	\N	\N	0213_05	Mouse	Female	Fischer 344	1+	\N	\N	1-Chloro-2-Propanol, Technical	\N	3-Month Evaluation of the Toxicity (C62033) of Gallium Arsenide (1303-00-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	14.1272	umol/L	17.0784	mU/hr	\N	\N	692.7765	mU/mg	\N	\N	\N	\N	0	mg/dL	\N	\N	0	\N	\N	\N	0.2383	uM/hour	250.0297	mg/hr	282.636	mg/hr	0	\N	3661.4863	U/L	3.852	mU/hr	\N	\N	0.0389	mg/hr	0	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	58.3312	mU/mg	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	1.1001	U/L	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	182.4827	mg/dL	\N	\N	\N	\N	2018-02-23 21:28:43.430814
8000.000000000000000	82	002-02833-0002-0000-0	NTP002	NTP	\N	\N	ppm	\N	0516403.ss	month	C61949_0516403_08	\N	\N	0652_98_04_F	Mouse	Female	F344	negative	light yellow	\N	Ethylene Glycol Monoethyl Ether (EGMEE)	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C62135) of Ethylene Glycol Monomethyl Ether (EGMME) (109-86-4) in F344 Rats Exposed via Dosed Water. NTP Special Study	\N	\N	\N	\N	\N	\N	211.9021	mU/mg	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0.1007	uM/hour	\N	\N	325.8859	mg/hr	\N	\N	\N	\N	27.2908	mU/hr	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.2476	mg/hr	\N	\N	2019-04-05 20:11:22.886814
5000.000000000000000	12	002-01190-0004-0000-7	NTP002	NTP	2001	\N	ppm	\N	9901303.ss	week	C88036_8803601_01	\N	\N	1102_01	Rat	Male	B6C3F1	1	brown	cytorep_image.jpeg	Styrene-Acrylonitrile Trimer	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C93025) of Tetralin (119-64-2) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	0.2119	mU/hr	8305.5777	mU/mg	793.1796	mU/mg	410.3357	U/L	\N	\N	0	mg/dL	0	\N	0	\N	113.5378	mg/dL	\N	\N	\N	\N	210.2607	mg/hr	0	\N	1636.6974	U/L	\N	\N	\N	\N	0.0397	mg/hr	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	6.3614	mg/hr	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.4592	U/L	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.4138	mg/hr	11.167	mL/hr	2020-10-29 12:36:10.982814
8000.000000000000000	24	002-01116-0003-0000-4	\N	NTP	2001	\N	ppm	\N	0516001.ss	day	C62077_0519703_11	\N	\N	0805_04	Mouse	Female	Fischer 344	neg	light yellow	\N	Indium Phosphide	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C88036) of Anthraquinone (84-65-1) in F344 Rats Exposed via Dosed Feed. NTP Special Study	8.8894	umol/L	5.9469	mU/hr	9607.7496	mU/mg	\N	\N	255.4985	U/L	0	\N	0	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	289.1614	mg/hr	\N	\N	0	\N	\N	\N	90.9259	mU/hr	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	7.2343	U/L	\N	\N	\N	\N	0	\N	0	\N	\N	\N	1082.7216	mg/dL	7.0409	mg/hr	\N	\N	\N	\N	\N	\N	11.9758	mL/hr	2018-07-16 05:32:06.355614
